1000,0.064
2000,0.134
3000,0.212
4000,0.289
5000,0.364
6000,0.413
7000,0.478
8000,0.561
9000,0.606
10000,0.742
11000,0.699
12000,0.814
13000,0.897
14000,0.96
15000,1.132
16000,1.177
17000,1.292
18000,1.271
19000,1.346
20000,1.502
21000,1.546
22000,1.598
23000,1.65
24000,1.722
25000,1.808
26000,1.892
27000,1.958
28000,2.05
29000,2.109
30000,2.213
31000,2.446
32000,2.447
33000,2.463
34000,2.522
35000,2.672
36000,2.866
37000,2.794
38000,3.096
39000,2.988
40000,3.102
41000,3.668
42000,3.823
43000,3.415
44000,3.381
45000,3.491
46000,3.552
47000,3.701
48000,4.483
49000,4.062
50000,4.128
51000,4.087
52000,4.373
53000,4.456
54000,4.414
55000,4.511
56000,4.636
57000,4.702
58000,4.901
59000,4.945
60000,5.036
61000,5.139
62000,5.225
63000,5.385
64000,5.446
65000,5.611
66000,5.683
67000,5.801
68000,5.92
69000,6.044
70000,6.174
71000,6.254
72000,6.396
73000,6.731
74000,7.295
75000,7.463
76000,7.092
77000,6.843
78000,6.966
79000,7.162
80000,7.324
81000,7.435
82000,7.65
83000,7.689
84000,7.827
85000,8.433
86000,8.722
87000,8.283
88000,8.261
89000,8.375
90000,8.866
91000,9.174
92000,9.556
93000,9.02
94000,9.037
95000,9.861
96000,10.208
97000,10.106
98000,9.462
99000,10.446
100000,10.073
